"","Year","Month","tmax","tmin","af","rain","sun","date","month","station"
"8069",1969,"5",14.3,8.8,0,65.8,232.7,1969-05-15,"May","eastbourne"
"8070",1969,"6",18.3,11.2,0,34.7,292.6,1969-06-15,"Jun","eastbourne"
"8071",1969,"7",21.3,14.3,0,75,265.6,1969-07-15,"Jul","eastbourne"
"8072",1969,"8",20.2,14.1,0,85.5,209,1969-08-15,"Aug","eastbourne"
"8073",1969,"9",18.9,12.9,0,7.1,163,1969-09-15,"Sep","eastbourne"
"8074",1969,"10",16.8,11.2,0,2.3,150,1969-10-15,"Oct","eastbourne"
"8075",1969,"11",10.7,5.2,4,176.6,86.4,1969-11-15,"Nov","eastbourne"
"8076",1969,"12",6.8,2.4,9,91.1,26.4,1969-12-15,"Dec","eastbourne"
"8077",1970,"1",7.5,3.6,7,119.9,51,1970-01-15,"Jan","eastbourne"
"8078",1970,"2",7.3,2.3,8,73.8,130.7,1970-02-15,"Feb","eastbourne"
"8079",1970,"3",7.8,1.9,10,45.7,140.6,1970-03-15,"Mar","eastbourne"
"8080",1970,"4",9.7,4.3,3,76,138.8,1970-04-15,"Apr","eastbourne"
"8081",1970,"5",15.8,9.4,0,34,242.3,1970-05-15,"May","eastbourne"
"8082",1970,"6",19.5,12.6,0,18.1,309.5,1970-06-15,"Jun","eastbourne"
"8083",1970,"7",18.4,12.7,0,59.5,232.9,1970-07-15,"Jul","eastbourne"
"8084",1970,"8",19.9,13.6,0,68.7,222,1970-08-15,"Aug","eastbourne"
"8085",1970,"9",18.4,12.4,0,113.8,195.3,1970-09-15,"Sep","eastbourne"
"8086",1970,"10",15.1,9.6,0,28.1,128.5,1970-10-15,"Oct","eastbourne"
"8087",1970,"11",12.1,7,1,209.9,68.1,1970-11-15,"Nov","eastbourne"
"8088",1970,"12",7.3,3.2,7,58.1,58,1970-12-15,"Dec","eastbourne"
"8089",1971,"1",7.8,3.9,6,89.9,56.7,1971-01-15,"Jan","eastbourne"
"8090",1971,"2",8.3,3.4,0,25.5,93.5,1971-02-15,"Feb","eastbourne"
"8091",1971,"3",8.3,3,6,57,150.4,1971-03-15,"Mar","eastbourne"
"8092",1971,"4",10.8,5.4,0,34.2,158.8,1971-04-15,"Apr","eastbourne"
"8093",1971,"5",15.3,8.9,0,59.5,268.9,1971-05-15,"May","eastbourne"
"8094",1971,"6",16.9,10.9,0,181.6,208.5,1971-06-15,"Jun","eastbourne"
"8095",1971,"7",20.8,13.9,0,38.5,286.4,1971-07-15,"Jul","eastbourne"
"8096",1971,"8",19.4,14.6,0,69.8,173.3,1971-08-15,"Aug","eastbourne"
"8097",1971,"9",18.7,11.7,0,15.3,205.8,1971-09-15,"Sep","eastbourne"
"8098",1971,"10",16.1,10.1,0,47.3,167.7,1971-10-15,"Oct","eastbourne"
"8099",1971,"11",10.5,4.4,0,48.9,116.2,1971-11-15,"Nov","eastbourne"
"8100",1971,"12",9.3,5.2,2,22.7,39,1971-12-15,"Dec","eastbourne"
"8101",1972,"1",6.9,3,3,66.7,38.2,1972-01-15,"Jan","eastbourne"
"8102",1972,"2",7.7,4.1,1,52.1,51.5,1972-02-15,"Feb","eastbourne"
"8103",1972,"3",10.3,4.7,0,45.4,180.5,1972-03-15,"Mar","eastbourne"
"8104",1972,"4",11.9,6.6,0,65.5,158.1,1972-04-15,"Apr","eastbourne"
"8105",1972,"5",14.2,8.8,0,35.5,216.2,1972-05-15,"May","eastbourne"
"8106",1972,"6",15.3,10.1,0,63.8,218,1972-06-15,"Jun","eastbourne"
"8107",1972,"7",19.3,13.4,0,25.5,203.2,1972-07-15,"Jul","eastbourne"
"8108",1972,"8",19.4,13.1,0,21.6,229.3,1972-08-15,"Aug","eastbourne"
"8109",1972,"9",16.9,10.3,0,31.7,156.8,1972-09-15,"Sep","eastbourne"
"8110",1972,"10",14.5,9.5,0,23.2,124.9,1972-10-15,"Oct","eastbourne"
"8111",1972,"11",10.4,5.6,0,83.4,83.6,1972-11-15,"Nov","eastbourne"
"8112",1972,"12",9.8,5.8,0,78.6,66,1972-12-15,"Dec","eastbourne"
"8113",1973,"1",7.8,3.8,1,48.2,38.2,1973-01-15,"Jan","eastbourne"
"8114",1973,"2",7.7,2.7,5,42.3,87.1,1973-02-15,"Feb","eastbourne"
"8115",1973,"3",10,3.6,1,19.5,183,1973-03-15,"Mar","eastbourne"
"8116",1973,"4",11,5.2,0,47.9,141.5,1973-04-15,"Apr","eastbourne"
"8117",1973,"5",14.1,9.1,0,84.5,212.4,1973-05-15,"May","eastbourne"
"8118",1973,"6",18.9,12.2,0,35.7,301.4,1973-06-15,"Jun","eastbourne"
"8119",1973,"7",19.6,13.6,0,36,234.4,1973-07-15,"Jul","eastbourne"
"8120",1973,"8",21.4,15,0,17.6,240.4,1973-08-15,"Aug","eastbourne"
"8121",1973,"9",18.6,12.5,0,89.6,178.2,1973-09-15,"Sep","eastbourne"
"8122",1973,"10",14,7.8,0,43.7,132.3,1973-10-15,"Oct","eastbourne"
"8123",1973,"11",10.6,5.1,6,44.5,100.7,1973-11-15,"Nov","eastbourne"
"8124",1973,"12",8.7,4.2,5,48.2,69.2,1973-12-15,"Dec","eastbourne"
"8125",1974,"1",9.5,5.8,0,95.6,49.9,1974-01-15,"Jan","eastbourne"
"8126",1974,"2",8.7,4.4,1,103,66.5,1974-02-15,"Feb","eastbourne"
"8127",1974,"3",9.7,4,3,28.7,137.5,1974-03-15,"Mar","eastbourne"
"8128",1974,"4",12.7,6,0,15.1,203,1974-04-15,"Apr","eastbourne"
"8129",1974,"5",15.2,8.6,0,19.9,272.3,1974-05-15,"May","eastbourne"
"8130",1974,"6",17.8,11.7,0,47.7,263,1974-06-15,"Jun","eastbourne"
"8131",1974,"7",18.8,13.5,0,56.2,223.2,1974-07-15,"Jul","eastbourne"
"8132",1974,"8",19.6,13.6,0,85.5,255.1,1974-08-15,"Aug","eastbourne"
"8133",1974,"9",16.8,11.3,0,193.3,183.6,1974-09-15,"Sep","eastbourne"
"8134",1974,"10",11.5,5.7,0,140.5,111.2,1974-10-15,"Oct","eastbourne"
"8135",1974,"11",11.3,6.4,0,169,63.8,1974-11-15,"Nov","eastbourne"
"8136",1974,"12",10.6,6.9,0,68.5,57.6,1974-12-15,"Dec","eastbourne"
"8137",1975,"1",10.2,6.2,0,130.7,41.3,1975-01-15,"Jan","eastbourne"
"8138",1975,"2",8.6,3.6,0,33.4,106,1975-02-15,"Feb","eastbourne"
"8139",1975,"3",8.2,3.5,4,106.2,73,1975-03-15,"Mar","eastbourne"
"8140",1975,"4",11.1,5.3,1,46.8,172.6,1975-04-15,"Apr","eastbourne"
"8141",1975,"5",13.5,7.8,0,55.6,187.5,1975-05-15,"May","eastbourne"
"8142",1975,"6",19.5,11.2,0,19.2,330,1975-06-15,"Jun","eastbourne"
"8143",1975,"7",20,14.4,0,37.2,236.4,1975-07-15,"Jul","eastbourne"
"8144",1975,"8",22.3,15.5,0,52,274.3,1975-08-15,"Aug","eastbourne"
"8145",1975,"9",18.5,12.3,0,159.9,162.5,1975-09-15,"Sep","eastbourne"
"8146",1975,"10",14.2,9,0,35.4,111.7,1975-10-15,"Oct","eastbourne"
"8147",1975,"11",10.8,5.2,1,112.1,71,1975-11-15,"Nov","eastbourne"
"8148",1975,"12",7.7,3.2,8,29.4,63,1975-12-15,"Dec","eastbourne"
"8149",1976,"1",8.3,4.6,4,24.8,67.6,1976-01-15,"Jan","eastbourne"
"8150",1976,"2",7.1,2.8,4,43.5,44.3,1976-02-15,"Feb","eastbourne"
"8151",1976,"3",7.9,3,5,19.7,138.5,1976-03-15,"Mar","eastbourne"
"8152",1976,"4",12.1,4.9,0,15.3,243.7,1976-04-15,"Apr","eastbourne"
"8153",1976,"5",16.2,9.9,0,9,271.1,1976-05-15,"May","eastbourne"
"8154",1976,"6",20.9,13.5,0,5.2,323,1976-06-15,"Jun","eastbourne"
"8155",1976,"7",22.8,15.8,0,15.3,326.4,1976-07-15,"Jul","eastbourne"
"8156",1976,"8",22.6,14.3,0,4.8,331.7,1976-08-15,"Aug","eastbourne"
"8157",1976,"9",18.1,11.9,0,142.6,156.3,1976-09-15,"Sep","eastbourne"
"8158",1976,"10",15.2,11,0,161.4,75.3,1976-10-15,"Oct","eastbourne"
"8159",1976,"11",10.8,6.4,0,189.4,46.6,1976-11-15,"Nov","eastbourne"
"8160",1976,"12",6.8,2,7,80.1,77.2,1976-12-15,"Dec","eastbourne"
"8161",1977,"1",6.8,2.9,7,86.9,73.5,1977-01-15,"Jan","eastbourne"
"8162",1977,"2",9.1,4.9,1,81.6,95.1,1977-02-15,"Feb","eastbourne"
"8163",1977,"3",10.4,5.6,1,60.1,133.1,1977-03-15,"Mar","eastbourne"
"8164",1977,"4",10.9,5.1,1,29.7,192.1,1977-04-15,"Apr","eastbourne"
"8165",1977,"5",15.1,8.3,0,48.5,231.2,1977-05-15,"May","eastbourne"
"8166",1977,"6",16.8,10.9,0,35.3,168.4,1977-06-15,"Jun","eastbourne"
"8167",1977,"7",19.9,13.6,0,22.3,227.9,1977-07-15,"Jul","eastbourne"
"8168",1977,"8",19.2,13.4,0,73.5,192.9,1977-08-15,"Aug","eastbourne"
"8169",1977,"9",17.2,11.7,0,23.2,143.2,1977-09-15,"Sep","eastbourne"
"8170",1977,"10",15.9,11,0,41.6,137.2,1977-10-15,"Oct","eastbourne"
"8171",1977,"11",10.7,6.3,0,114.5,95.4,1977-11-15,"Nov","eastbourne"
"8172",1977,"12",9.6,6.1,0,75.2,42.3,1977-12-15,"Dec","eastbourne"
"8173",1978,"1",7.4,2.5,6,109.4,65.7,1978-01-15,"Jan","eastbourne"
"8174",1978,"2",5.9,1.9,10,51.2,60.8,1978-02-15,"Feb","eastbourne"
"8175",1978,"3",9.7,4.7,1,52,126.6,1978-03-15,"Mar","eastbourne"
"8176",1978,"4",10,4.7,1,51.6,155.3,1978-04-15,"Apr","eastbourne"
"8177",1978,"5",15.4,8.7,0,32.2,213.9,1978-05-15,"May","eastbourne"
"8178",1978,"6",17.5,11.8,0,40.1,244.5,1978-06-15,"Jun","eastbourne"
"8179",1978,"7",18.3,13.4,0,103.8,168.6,1978-07-15,"Jul","eastbourne"
"8180",1978,"8",18.8,13.2,0,14.6,219.4,1978-08-15,"Aug","eastbourne"
"8181",1978,"9",18.5,12.6,0,12.9,184.8,1978-09-15,"Sep","eastbourne"
"8182",1978,"10",15.9,10.4,0,4,137.8,1978-10-15,"Oct","eastbourne"
"8183",1978,"11",12.4,8,4,10.3,94.3,1978-11-15,"Nov","eastbourne"
"8184",1978,"12",8.9,4.7,5,185.7,31.7,1978-12-15,"Dec","eastbourne"
"8185",1979,"1",4.8,-0.2,13,77.4,71.5,1979-01-15,"Jan","eastbourne"
"8186",1979,"2",5,0.8,8,90.6,61.5,1979-02-15,"Feb","eastbourne"
"8187",1979,"3",8.3,3.5,0,96,132.3,1979-03-15,"Mar","eastbourne"
"8188",1979,"4",11.4,5.8,0,54.2,149.7,1979-04-15,"Apr","eastbourne"
"8189",1979,"5",14,8,0,79.5,253.2,1979-05-15,"May","eastbourne"
"8190",1979,"6",17.1,11.6,0,35.6,175.7,1979-06-15,"Jun","eastbourne"
"8191",1979,"7",20,13.7,0,29.5,239.9,1979-07-15,"Jul","eastbourne"
"8192",1979,"8",19,13,0,75.8,220.4,1979-08-15,"Aug","eastbourne"
"8193",1979,"9",17.8,11.6,0,21.8,198.1,1979-09-15,"Sep","eastbourne"
"8194",1979,"10",15.7,10.4,0,69.6,123.4,1979-10-15,"Oct","eastbourne"
"8195",1979,"11",11.5,5.7,0,75.5,95.8,1979-11-15,"Nov","eastbourne"
"8196",1979,"12",9.5,5.8,2,118.3,58,1979-12-15,"Dec","eastbourne"
"8197",1980,"1",6.3,1.9,8,67,65.7,1980-01-15,"Jan","eastbourne"
"8198",1980,"2",9,5.1,0,85.7,59,1980-02-15,"Feb","eastbourne"
"8199",1980,"3",8.7,4,2,102.9,93.8,1980-03-15,"Mar","eastbourne"
"8200",1980,"4",12.6,6.3,0,10.3,193.4,1980-04-15,"Apr","eastbourne"
"8201",1980,"5",15.6,8.5,0,44.5,270.5,1980-05-15,"May","eastbourne"
"8202",1980,"6",17.1,11.4,0,107.4,250,1980-06-15,"Jun","eastbourne"
"8203",1980,"7",18,12.8,0,155.7,194.9,1980-07-15,"Jul","eastbourne"
"8204",1980,"8",19.7,14.3,0,100.4,202.4,1980-08-15,"Aug","eastbourne"
"8205",1980,"9",18.6,13.8,0,48.6,157.8,1980-09-15,"Sep","eastbourne"
"8206",1980,"10",14.2,8.3,0,122.2,131,1980-10-15,"Oct","eastbourne"
"8207",1980,"11",9.5,5.5,1,56.4,68.9,1980-11-15,"Nov","eastbourne"
"8208",1980,"12",8.7,4.1,6,51.3,74.2,1980-12-15,"Dec","eastbourne"
"8209",1981,"1",8.2,3.2,5,35.8,78.7,1981-01-15,"Jan","eastbourne"
"8210",1981,"2",6.5,1.5,9,23.8,90.2,1981-02-15,"Feb","eastbourne"
"8211",1981,"3",10.6,6.7,0,132.7,75.3,1981-03-15,"Mar","eastbourne"
"8212",1981,"4",11.5,5,0,44.4,149.9,1981-04-15,"Apr","eastbourne"
"8213",1981,"5",14.5,8.4,0,109.5,157,1981-05-15,"May","eastbourne"
"8214",1981,"6",16.1,10.2,0,49,179.2,1981-06-15,"Jun","eastbourne"
"8215",1981,"7",19.1,13,0,25.4,172.9,1981-07-15,"Jul","eastbourne"
"8216",1981,"8",20.9,14.1,0,21.8,236.1,1981-08-15,"Aug","eastbourne"
"8217",1981,"9",18.9,13.3,0,127.2,174.8,1981-09-15,"Sep","eastbourne"
"8218",1981,"10",13,8.1,0,167.9,110.7,1981-10-15,"Oct","eastbourne"
"8219",1981,"11",11.7,7,0,45.1,64.2,1981-11-15,"Nov","eastbourne"
"8220",1981,"12",6.3,1.4,13,83.1,52.4,1981-12-15,"Dec","eastbourne"
"8221",1982,"1",7,2.7,8,43.9,72.1,1982-01-15,"Jan","eastbourne"
"8222",1982,"2",7.8,3.9,2,38.1,77.2,1982-02-15,"Feb","eastbourne"
"8223",1982,"3",9.8,4.2,1,58.7,182,1982-03-15,"Mar","eastbourne"
"8224",1982,"4",12.6,5.8,0,18.1,216.5,1982-04-15,"Apr","eastbourne"
"8225",1982,"5",15.4,9.3,0,41.1,252.8,1982-05-15,"May","eastbourne"
"8226",1982,"6",18.8,13.8,0,52,254.1,1982-06-15,"Jun","eastbourne"
"8227",1982,"7",21.4,14.6,0,16.3,238,1982-07-15,"Jul","eastbourne"
"8228",1982,"8",20.2,14.6,0,39.7,220.7,1982-08-15,"Aug","eastbourne"
"8229",1982,"9",19.3,13,0,122.6,170.4,1982-09-15,"Sep","eastbourne"
"8230",1982,"10",14.4,9.5,0,175.8,71.3,1982-10-15,"Oct","eastbourne"
"8231",1982,"11",12.2,8,1,129.7,70.8,1982-11-15,"Nov","eastbourne"
"8232",1982,"12",8.7,3.4,3,117.9,51.7,1982-12-15,"Dec","eastbourne"
"8233",1983,"1",9.8,5.8,1,77.7,59.4,1983-01-15,"Jan","eastbourne"
"8234",1983,"2",5.4,1.3,7,48,100,1983-02-15,"Feb","eastbourne"
"8235",1983,"3",9.4,4.2,0,54.8,119.6,1983-03-15,"Mar","eastbourne"
"8236",1983,"4",10.9,5.3,0,104.9,173.5,1983-04-15,"Apr","eastbourne"
"8237",1983,"5",13.6,8.6,0,94.2,191.4,1983-05-15,"May","eastbourne"
"8238",1983,"6",18.4,12.6,0,19.9,230.8,1983-06-15,"Jun","eastbourne"
"8239",1983,"7",22.9,15.6,0,17.6,282,1983-07-15,"Jul","eastbourne"
"8240",1983,"8",22.1,15.1,0,11.4,269,1983-08-15,"Aug","eastbourne"
"8241",1983,"9",18.1,12.9,0,83.6,139.3,1983-09-15,"Sep","eastbourne"
"8242",1983,"10",15.2,10,0,69.6,139.2,1983-10-15,"Oct","eastbourne"
"8243",1983,"11",11.2,6.9,1,50.1,67.1,1983-11-15,"Nov","eastbourne"
"8244",1983,"12",9.6,5.2,4,93.3,70.9,1983-12-15,"Dec","eastbourne"
"8245",1984,"1",8.5,3.9,0,151.8,85.1,1984-01-15,"Jan","eastbourne"
"8246",1984,"2",7.2,3.2,0,42.4,74.9,1984-02-15,"Feb","eastbourne"
"8247",1984,"3",8.4,3.1,0,81,85.5,1984-03-15,"Mar","eastbourne"
"8248",1984,"4",11.9,4.9,0,2.5,253.8,1984-04-15,"Apr","eastbourne"
"8249",1984,"5",13.4,7.7,0,65.2,139.1,1984-05-15,"May","eastbourne"
"8250",1984,"6",18.2,11.3,0,34.5,279.2,1984-06-15,"Jun","eastbourne"
"8251",1984,"7",19.9,13.6,0,40.6,256.5,1984-07-15,"Jul","eastbourne"
"8252",1984,"8",20.8,14.8,0,25.5,190.2,1984-08-15,"Aug","eastbourne"
"8253",1984,"9",17.7,12.5,0,84.8,126.4,1984-09-15,"Sep","eastbourne"
"8254",1984,"10",15.4,10.2,0,103.3,116,1984-10-15,"Oct","eastbourne"
"8255",1984,"11",12.9,8.3,0,138.6,69.7,1984-11-15,"Nov","eastbourne"
"8256",1984,"12",10,5.2,0,137.7,55.9,1984-12-15,"Dec","eastbourne"
"8257",1985,"1",4.1,-0.9,17,64.2,60.7,1985-01-15,"Jan","eastbourne"
"8258",1985,"2",5.2,0.9,11,36.2,84.8,1985-02-15,"Feb","eastbourne"
"8259",1985,"3",8.1,2.5,7,58.6,125.9,1985-03-15,"Mar","eastbourne"
"8260",1985,"4",12.1,6.2,0,37.7,179.8,1985-04-15,"Apr","eastbourne"
"8261",1985,"5",15.5,9.3,0,49.8,213.9,1985-05-15,"May","eastbourne"
"8262",1985,"6",17.3,11.2,0,48.1,214.3,1985-06-15,"Jun","eastbourne"
"8263",1985,"7",19.9,14.2,0,38.8,283.8,1985-07-15,"Jul","eastbourne"
"8264",1985,"8",18.6,13.7,0,85.2,231.5,1985-08-15,"Aug","eastbourne"
"8265",1985,"9",18.4,12.5,0,22.9,173.3,1985-09-15,"Sep","eastbourne"
"8266",1985,"10",15.4,10.1,0,30.8,150.3,1985-10-15,"Oct","eastbourne"
"8267",1985,"11",8.9,3.1,8,82.5,99.7,1985-11-15,"Nov","eastbourne"
"8268",1985,"12",10.2,6.9,4,94.8,47.4,1985-12-15,"Dec","eastbourne"
"8269",1986,"1",7.6,2.9,5,146.8,67.2,1986-01-15,"Jan","eastbourne"
"8270",1986,"2",2,-1.7,23,15.9,56.4,1986-02-15,"Feb","eastbourne"
"8271",1986,"3",7.5,2.3,7,89.1,122.8,1986-03-15,"Mar","eastbourne"
"8272",1986,"4",9.7,4.3,1,53.2,171.2,1986-04-15,"Apr","eastbourne"
"8273",1986,"5",13.7,8.7,0,36.6,230.7,1986-05-15,"May","eastbourne"
"8274",1986,"6",18.7,12.3,0,28,258.2,1986-06-15,"Jun","eastbourne"
"8275",1986,"7",19.8,14.1,0,15.6,232.7,1986-07-15,"Jul","eastbourne"
"8276",1986,"8",18.3,12.7,0,43.9,201,1986-08-15,"Aug","eastbourne"
"8277",1986,"9",16.1,9.7,0,45.4,170.4,1986-09-15,"Sep","eastbourne"
"8278",1986,"10",15.3,10.4,0,100.7,125.3,1986-10-15,"Oct","eastbourne"
"8279",1986,"11",12.2,7.1,0,129.8,88.6,1986-11-15,"Nov","eastbourne"
"8280",1986,"12",9.9,4.8,1,107.6,79.4,1986-12-15,"Dec","eastbourne"
"8281",1987,"1",3.4,-0.4,17,21.1,56.7,1987-01-15,"Jan","eastbourne"
"8282",1987,"2",6.7,2.1,7,52.7,86.3,1987-02-15,"Feb","eastbourne"
"8283",1987,"3",7.6,2.3,6,96.5,119.3,1987-03-15,"Mar","eastbourne"
"8284",1987,"4",12.9,7.3,0,50.5,209.3,1987-04-15,"Apr","eastbourne"
"8285",1987,"5",14.4,7.7,0,49,234,1987-05-15,"May","eastbourne"
"8286",1987,"6",16.6,11.3,0,64.9,200.9,1987-06-15,"Jun","eastbourne"
"8287",1987,"7",19.7,14.1,0,82.1,232.8,1987-07-15,"Jul","eastbourne"
"8288",1987,"8",20,13.8,0,71.4,226.3,1987-08-15,"Aug","eastbourne"
"8289",1987,"9",18.3,12.9,0,44,158.7,1987-09-15,"Sep","eastbourne"
"8290",1987,"10",14.8,10.1,0,246.9,111.5,1987-10-15,"Oct","eastbourne"
"8291",1987,"11",10.5,5.8,1,96.6,71,1987-11-15,"Nov","eastbourne"
"8292",1987,"12",8.7,4.9,4,33.3,39,1987-12-15,"Dec","eastbourne"
"8293",1988,"1",9.1,4.9,1,194.9,72.2,1988-01-15,"Jan","eastbourne"
"8294",1988,"2",8.4,3.2,2,57.7,138.3,1988-02-15,"Feb","eastbourne"
"8295",1988,"3",9.9,4.9,3,98,102.5,1988-03-15,"Mar","eastbourne"
"8296",1988,"4",11.6,5.8,1,34.2,191.1,1988-04-15,"Apr","eastbourne"
"8297",1988,"5",15.9,10.2,0,35.8,234.4,1988-05-15,"May","eastbourne"
"8298",1988,"6",17.6,11.9,0,16.2,168.6,1988-06-15,"Jun","eastbourne"
"8299",1988,"7",18.1,13.7,0,63.6,223.5,1988-07-15,"Jul","eastbourne"
"8300",1988,"8",19.2,13.8,0,46.5,223.7,1988-08-15,"Aug","eastbourne"
"8301",1988,"9",17.7,12.5,0,59.3,146.8,1988-09-15,"Sep","eastbourne"
"8302",1988,"10",15.1,10.7,0,96.2,122.4,1988-10-15,"Oct","eastbourne"
"8303",1988,"11",10.2,5.1,1,30,112.8,1988-11-15,"Nov","eastbourne"
"8304",1988,"12",10.3,6.6,0,29.9,44.7,1988-12-15,"Dec","eastbourne"
"8305",1989,"1",9.6,5.4,1,34.1,93.3,1989-01-15,"Jan","eastbourne"
"8306",1989,"2",9.6,4.9,0,55.4,87.4,1989-02-15,"Feb","eastbourne"
"8307",1989,"3",11.2,6.4,1,67.7,109.8,1989-03-15,"Mar","eastbourne"
"8308",1989,"4",10.7,5.3,0,64.5,163.8,1989-04-15,"Apr","eastbourne"
"8309",1989,"5",17.4,10.7,0,3.2,330.8,1989-05-15,"May","eastbourne"
"8310",1989,"6",18.9,12.1,0,61.4,308.4,1989-06-15,"Jun","eastbourne"
"8311",1989,"7",22.2,15.5,0,21.3,287.2,1989-07-15,"Jul","eastbourne"
"8312",1989,"8",21.6,14.7,0,18.3,282.8,1989-08-15,"Aug","eastbourne"
"8313",1989,"9",19.8,13.7,0,41.4,159.4,1989-09-15,"Sep","eastbourne"
"8314",1989,"10",16.7,11.5,0,92.8,125,1989-10-15,"Oct","eastbourne"
"8315",1989,"11",11.3,5.9,2,69.5,116.3,1989-11-15,"Nov","eastbourne"
"8316",1989,"12",9.7,5.4,3,135.6,29.9,1989-12-15,"Dec","eastbourne"
"8317",1990,"1",10.2,6.3,0,111.5,50.2,1990-01-15,"Jan","eastbourne"
"8318",1990,"2",11,7.1,0,111.6,107,1990-02-15,"Feb","eastbourne"
"8319",1990,"3",11.7,6.8,0,7.2,161.1,1990-03-15,"Mar","eastbourne"
"8320",1990,"4",13.1,6,0,60.9,268.7,1990-04-15,"Apr","eastbourne"
"8321",1990,"5",17.6,10.3,0,7.2,323.2,1990-05-15,"May","eastbourne"
"8322",1990,"6",17.1,11.8,0,43.2,174.6,1990-06-15,"Jun","eastbourne"
"8323",1990,"7",20.3,13.9,0,5,289,1990-07-15,"Jul","eastbourne"
"8324",1990,"8",22.3,15.8,0,35.5,293.3,1990-08-15,"Aug","eastbourne"
"8325",1990,"9",18.5,11.5,0,37.2,193,1990-09-15,"Sep","eastbourne"
"8326",1990,"10",16,11.5,0,127.2,126.6,1990-10-15,"Oct","eastbourne"
"8327",1990,"11",10.8,7.1,0,83.5,95.1,1990-11-15,"Nov","eastbourne"
"8328",1990,"12",7.9,4.4,1,69.9,53.6,1990-12-15,"Dec","eastbourne"
"8329",1991,"1",7.7,4.4,0,99,64.7,1991-01-15,"Jan","eastbourne"
"8330",1991,"2",4.8,0.3,15,40.8,77.1,1991-02-15,"Feb","eastbourne"
"8331",1991,"3",10.7,5.8,0,55.1,118.4,1991-03-15,"Mar","eastbourne"
"8332",1991,"4",12,5.7,1,43.1,195.8,1991-04-15,"Apr","eastbourne"
"8333",1991,"5",14.2,7.7,0,16,161.6,1991-05-15,"May","eastbourne"
"8334",1991,"6",15.2,10.5,0,139.3,150.1,1991-06-15,"Jun","eastbourne"
"8335",1991,"7",19.7,14.4,0,131.6,232.8,1991-07-15,"Jul","eastbourne"
"8336",1991,"8",21.1,15.1,0,7.6,300.1,1991-08-15,"Aug","eastbourne"
"8337",1991,"9",19.5,13.2,0,39.7,200.3,1991-09-15,"Sep","eastbourne"
"8338",1991,"10",14.5,9.3,0,43.1,116.9,1991-10-15,"Oct","eastbourne"
"8339",1991,"11",10.8,5.9,0,138.9,68.2,1991-11-15,"Nov","eastbourne"
"8340",1991,"12",8.8,4.3,2,28.1,55.5,1991-12-15,"Dec","eastbourne"
"8341",1992,"1",7.1,3.2,6,24.7,59,1992-01-15,"Jan","eastbourne"
"8342",1992,"2",8.7,4,5,30.4,84.4,1992-02-15,"Feb","eastbourne"
"8343",1992,"3",10.5,6.2,0,59.7,70.5,1992-03-15,"Mar","eastbourne"
"8344",1992,"4",12.4,7,0,91.5,166,1992-04-15,"Apr","eastbourne"
"8345",1992,"5",17.7,10.9,0,19.8,293,1992-05-15,"May","eastbourne"
"8346",1992,"6",19.4,12.5,0,8,259.3,1992-06-15,"Jun","eastbourne"
"8347",1992,"7",20.2,14.6,0,88.7,213.2,1992-07-15,"Jul","eastbourne"
"8348",1992,"8",19.6,15,0,109.3,176.1,1992-08-15,"Aug","eastbourne"
"8349",1992,"9",17.6,13,0,72.5,158.5,1992-09-15,"Sep","eastbourne"
"8350",1992,"10",13.1,7.4,0,116.4,132.5,1992-10-15,"Oct","eastbourne"
"8351",1992,"11",12.4,7.2,0,138.2,73.2,1992-11-15,"Nov","eastbourne"
"8352",1992,"12",8.2,4,3,52.6,52.5,1992-12-15,"Dec","eastbourne"
"8353",1993,"1",10.1,5.5,3,93.4,50.2,1993-01-15,"Jan","eastbourne"
"8354",1993,"2",7.4,3.4,1,6.2,65.9,1993-02-15,"Feb","eastbourne"
"8355",1993,"3",9.7,4.3,1,23.9,147.8,1993-03-15,"Mar","eastbourne"
"8356",1993,"4",13,7.9,0,105.1,168.7,1993-04-15,"Apr","eastbourne"
"8357",1993,"5",16,10.3,0,34.9,217.1,1993-05-15,"May","eastbourne"
"8358",1993,"6",18.7,13,0,75.8,269.2,1993-06-15,"Jun","eastbourne"
"8359",1993,"7",18.9,13.8,0,68.9,199.2,1993-07-15,"Jul","eastbourne"
"8360",1993,"8",19.4,13.3,0,37.7,254.8,1993-08-15,"Aug","eastbourne"
"8361",1993,"9",17.2,11.2,0,107.5,135.4,1993-09-15,"Sep","eastbourne"
"8362",1993,"10",13.2,8.4,0,89.8,117.4,1993-10-15,"Oct","eastbourne"
"8363",1993,"11",8.9,4.1,3,59.9,81.3,1993-11-15,"Nov","eastbourne"
"8364",1993,"12",9.7,5.4,1,180.7,56.2,1993-12-15,"Dec","eastbourne"
"8365",1994,"1",9.1,5,0,110.2,74.6,1994-01-15,"Jan","eastbourne"
"8366",1994,"2",7.5,2.9,4,46.1,67.7,1994-02-15,"Feb","eastbourne"
"8367",1994,"3",10.9,6.1,0,65.5,131.9,1994-03-15,"Mar","eastbourne"
"8368",1994,"4",11.7,5.7,0,86.3,201.3,1994-04-15,"Apr","eastbourne"
"8369",1994,"5",14,8.9,0,90.9,194.8,1994-05-15,"May","eastbourne"
"8370",1994,"6",17.8,12.1,0,46.5,276.9,1994-06-15,"Jun","eastbourne"
"8371",1994,"7",22,16,0,63.7,286.3,1994-07-15,"Jul","eastbourne"
